PassengerId,Survived
892,0.10780858454061171
893,-0.06385732549478951
894,0.7861192002277966
895,-0.06041688490412156
896,0.08427065645631732
897,0.4024402342109923
898,0.6590987198568518
899,0.6879049239687478
900,0.9943674369354721
901,-0.015276475871254358
902,0.08484461164304757
903,0.11691715276941977
904,0.6932855735134389
905,0.13153552802447477
906,0.17354353279649004
907,0.9819015144180542
908,0.16302030666858874
909,0.3810693127156367
910,0.6625876648182646
911,0.10116505900560419
912,0.8574981093072975
913,0.5332964013930658
914,1.0182188363593514
915,0.6034108757293042
916,0.5160154942069656
917,0.013794648475088711
918,0.6471891468355614
919,0.21874352060040014
920,0.6636651447133455
921,0.5264007493453969
922,0.9820043870403418
923,0.6755101542936246
924,0.718322516707774
925,0.5601879190940383
926,0.9204382744365458
927,0.25552264262344626
928,0.3634722495126167
929,0.5462570272929956
930,-0.05052248079400745
931,0.5699199378182183
932,-0.1923080078399474
933,0.4876896378047375
934,0.08671071498649385
935,0.9000814460077087
936,0.49646141619256223
937,0.08751878686631559
938,0.3202725880058522
939,0.03584316677770916
940,0.894612413857367
941,0.79371991146363
942,0.6165656976083246
943,0.2539075541189365
944,0.4094445970930319
945,0.5631142336131515
946,0.24566000014852718
947,-0.03510732627982294
948,-0.05993358380027802
949,0.08751878686631559
950,0.4251745258878853
951,0.5160155148784841
952,-0.07352825203994973
953,0.27059147002046213
954,0.015576053927671363
955,0.884436173656892
956,0.5510155574808424
957,0.9211531336941061
958,0.8888223775651042
959,0.5683531212264783
960,0.44015777461185446
961,0.4531386250990137
962,0.24206114578171872
963,0.09339446378759553
964,0.5847826254857895
965,0.5675258664807777
966,0.5277233557589645
967,0.6889757108342042
968,0.0014089890621068468
969,0.3717365367510711
970,0.10041469463156716
971,0.24206114578171872
972,0.6762728577052068
973,0.5160154942036826
974,1.1504369591828838
975,-0.07352825203994973
976,0.4119384744321383
977,0.13965906060978678
978,0.8199699461913055
979,1.0015327431188918
980,0.8997735330524277
981,0.5841715629103887
982,0.13177480216221027
983,0.08751878686631559
984,0.6595088731423925
985,-0.06407827714894343
986,0.19078592133688682
987,0.08751878686631559
988,0.5159860514279263
989,0.08592746596794887
990,0.8972877009622959
991,0.07473697744530028
992,0.8540883094428953
993,0.08959085074471534
994,0.049063276199351136
995,0.09971428575424268
996,1.0078635338107569
997,-0.09971616947792239
998,0.11098598904951107
999,0.06635459102614016
1000,-0.087487970700585
1001,0.09986756966150234
1002,0.5054389085129267
1003,0.8276218713966222
1004,0.5194508710098421
1005,0.8888223775651042
1006,0.5160154942036826
1007,0.12504075497038142
1008,0.4116796968874455
1009,0.9256746390045516
1010,0.4416827637495996
1011,0.899669069889606
1012,-0.010394376895561663
1013,0.08034518617643405
1014,0.551263747898729
1015,0.09344682158195289
1016,0.06635459102614016
1017,0.05964173712191817
1018,0.09986671232024258
1019,0.6128947774618347
1020,0.8413356838373653
1021,-0.07829729375424321
1022,0.16399317214023312
1023,0.27732140855437615
1024,1.0116210790401752
1025,0.3722014525956019
1026,0.05160810020562284
1027,0.08351672856451409
1028,0.11467657479718546
1029,0.10185874146767077
1030,0.254610016749152
1031,0.39058627841343435
1032,0.07883531591656717
1033,0.5035151410557475
1034,0.39354807585357987
1035,0.3027952834569859
1036,0.9705868187303424
1037,-0.2044458330863086
1038,-0.2134815649521593
1039,-0.056785562715025995
1040,0.9372509907299429
1041,0.20508159119865582
1042,0.8416181166865921
1043,0.25552264262344626
1044,0.25399137807625904
1045,0.6669939034738925
1046,0.6262176328760158
1047,0.08351672856451409
1048,0.5121014807353452
1049,0.6789909686591885
1050,0.9705868187303424
1051,0.8492451283103715
1052,0.9865838464441146
1053,0.5055803717611456
1054,0.9485335696812911
1055,0.09339446378759553
1056,0.8358956062981339
1057,0.04668971076508116
1058,0.5143443208527925
1059,0.02205513552765581
1060,1.300004392182875
1061,0.45221031023900926
1062,0.10036572445033476
1063,0.09980998027897503
1064,-0.09709326795343498
1065,0.09280882792665873
1066,-0.08361930820995112
1067,0.12208288847939186
1068,0.189154779826131
1069,0.3895670862558651
1070,0.47541219484883124
1071,0.5679570847818918
1072,0.10041469463156716
1073,0.8910675205415881
1074,0.6296749812040019
1075,0.22458033759825158
1076,0.3791016194037299
1077,0.7198306624767342
1078,0.461694969660618
1079,0.14230177745199812
1080,0.14605082912365908
1081,0.5718876372056251
1082,0.10022483544028193
1083,0.17266707487845007
1084,0.26278934324146036
1085,0.49228425453135716
1086,0.20137926153841018
1087,0.0441620313835126
1088,0.5160154942089805
1089,0.8604908927360891
1090,0.1002057930835224
1091,0.3634722495126167
1092,0.11963068825062934
1093,1.0237635617853238
1094,0.5323128951482132
1095,0.8998635334701337
1096,0.005896387693281269
1097,0.9166469742168255
1098,0.9517189622225867
1099,-0.011476959898669148
1100,1.2443568185279115
1101,0.08751878686631559
1102,0.38597513867837463
1103,0.015576053927671363
1104,0.17248745297527845
1105,0.41622782616127074
1106,0.5091198032299967
1107,0.2923034783268823
1108,0.7592580204312873
1109,0.5160159764849024
1110,0.5174997275797585
1111,0.10017192942650743
1112,1.034934984473086
1113,-0.057241468798044925
1114,0.5078560856268235
1115,0.09339446378759553
1116,0.16648758373848238
1117,0.10008443009878881
1118,0.09651751647093348
1119,0.6432808514998989
1120,0.28992286642351833
1121,0.01623522154644258
1122,0.5100592461226099
1123,0.49557776392371156
1124,0.2571963949230126
1125,0.1043543404709037
1126,0.7204228352027973
1127,0.10024364649273415
1128,0.6722446661184036
1129,0.48723685387982624
1130,0.8549517559971115
1131,0.2598070654771027
1132,0.06082004595610058
1133,0.2485458786458115
1134,0.5774377259919725
1135,0.05553285003118036
1136,0.17034163059264246
1137,0.6498730650079179
1138,0.5362526747329163
1139,0.16544226516308347
1140,0.899669069889606
1141,0.7624922642264832
1142,0.9886664121126026
1143,0.10024364649273415
1144,0.515047770550505
1145,-0.09988170722200462
1146,0.20990755942326855
1147,0.10036572445033476
1148,0.100204796333283
1149,-0.04606672871334183
1150,0.5488383483544627
1151,0.09339446378759553
1152,0.486531968358077
1153,0.09339446378759553
1154,0.5506480980790018
1155,1.1963996276869806
1156,0.4635529748870676
1157,0.08351672856451409
1158,0.036903486169573674
1159,0.10025001036043424
1160,0.45221031023900926
1161,0.09986282805732971
1162,0.6332763725391873
1163,0.09972192335975782
1164,0.5133240097314918
1165,0.16920869648616965
1166,0.11057954181582541
1167,0.7059120794848702
1168,0.11895894283391117
1169,0.097818918421815
1170,0.5577049989082254
1171,0.24975310663440403
1172,0.254610016749152
1173,1.2094333399169044
1174,0.6590987198568518
1175,0.09980970070252138
1176,0.39023697759865605
1177,-0.0006882717530355409
1178,0.09970845311256482
1179,0.5978150497417686
1180,-0.010607950652389397
1181,0.07473697744530028
1182,0.204672413434126
1183,0.7560785765443211
1184,0.094917922902576
1185,0.25493362035242983
1186,-0.15191039504445458
1187,0.09971428575424268
1188,0.7882022402138671
1189,-0.007631215857101248
1190,0.3484874055687299
1191,0.08592746596794887
1192,0.10036572445033476
1193,0.26530558658863546
1194,0.27504559921681226
1195,-0.07829729375424321
1196,0.8463253307170662
1197,0.14760316597365952
1198,0.4833024223396147
1199,0.7651202974404664
1200,0.6371987611639169
1201,0.23832120456381428
1202,0.1404839732037524
1203,0.21874352060040014
1204,0.10011381430673649
1205,0.7592580204312873
1206,0.5269850071943147
1207,0.8997735330524277
1208,0.7915205912571743
1209,0.1933687545934144
1210,0.1000361254783379
1211,0.5879090703110137
1212,0.09971428575424268
1213,0.09997643176942339
1214,0.10185874146767077
1215,0.7800065875339837
1216,0.5740895118772756
1217,0.09651751647093348
1218,0.30566468549972636
1219,0.10000191391367164
1220,0.2947761510010713
1221,0.1680016282384219
1222,0.21725685338432055
1223,0.3047003968840821
1224,0.09970228551294824
1225,0.10383969118484293
1226,0.1000361254783379
1227,0.09999014637643638
1228,0.27059147002046213
1229,0.11724340466587568
1230,0.7569897425540325
1231,0.48723685387982624
1232,0.1192318810620196
1233,0.10036572445033476
1234,0.20084507973497984
1235,0.5160154942036826
1236,0.10009235659993293
1237,0.7492840878001754
1238,0.10185874146767077
1239,0.4845182363634718
1240,0.09965753464180022
1241,1.1532225227718864
1242,0.3707414929564472
1243,0.005896387693281269
1244,0.0998741592563353
1245,0.8051176979475657
1246,1.1224120512796676
1247,1.1121253274548877
1248,0.4721011605833057
1249,0.015576053927671363
1250,0.08482737701554244
1251,0.6599074353933708
1252,0.4641412576365529
1253,0.4175684995493304
1254,1.1532225227718864
1255,-0.06041688490412156
1256,1.092486783987126
1257,0.1024011833051191
1258,-0.08206168591008622
1259,0.6334358025260097
1260,0.5498435395834511
1261,0.3113123971097469
1262,0.09988954413717804
1263,0.5594846650239176
1264,0.14374619328078125
1265,0.7875190932660068
1266,0.6055672470007325
1267,0.516015494203979
1268,0.08997752596718461
1269,0.375803411368999
1270,0.03841199362324332
1271,0.23067701001167668
1272,0.09996571383603886
1273,-0.04668313006690694
1274,0.10820518159274933
1275,0.17691547792827123
1276,0.21967535160110307
1277,0.8999384291132835
1278,0.08351672856451409
1279,0.09890035017334092
1280,0.11098598904951107
1281,0.4343952328760655
1282,0.666887709975572
1283,0.7051284159622487
1284,0.8716606726584054
1285,0.37124906940711144
1286,0.042246244398012
1287,0.5828754050685
1288,-0.06680884763188999
1289,0.43172313549303515
1290,0.09986671232024258
1291,0.08482737701554244
1292,0.823408364736059
1293,0.5005002834298844
1294,0.5143530116703835
1295,0.14035083551566363
1296,0.6113449820886644
1297,0.2658828105308201
1298,-0.09188111371477825
1299,0.5173436437627267
1300,0.8888223775651042
1301,1.1755242611899246
1302,0.2056656943647599
1303,0.8686657701314299
1304,0.8090653509094317
1305,0.0014089890621068468
1306,0.7363338167539543
1307,0.10011381430673649
1308,-0.087487970700585
1309,0.2454374715112912
